-20 -20 1.4884387097792397e-89
-20 -19 2.91735447320842e-83
-20 -18 2.1495052088739017e-77
-20 -17 6.000019908525265e-72
-20 -16 6.397706408578052e-67
-20 -15 2.624511061772446e-62
-20 -14 4.1587043352908775e-58
-20 -13 2.54415877419369e-54
-20 -12 5.980388043487766e-51
-20 -11 5.3609885034558796e-48
-20 -10 1.8175860243085218e-45
-20 -9 2.3131776723293993e-43
-20 -8 1.0983707334390121e-41
-20 -7 1.937087870424495e-40
-20 -6 1.2647960099069517e-39
-20 -5 3.050797504250053e-39
-20 -4 2.690545474033357e-39
-20 -3 2.5548394325313783e-66
-20 -2 5.418949462626333e-12
-20 -1 9.387654632046828e-22
-20 0 2.857503667739211e-37
-20 1 1.5282843968948686e-58
-20 2 4.917435293050677e-77
-20 3 1.3603508493770379e-88
-20 4 1.7366057538655466e-87
-20 5 3.9519619677113445e-29
-20 6 1.1978003824214738e-46
-20 7 2.0410488478071236e-48
-20 8 1.5213066472118062e-51
-20 9 4.959918496238252e-56
-20 10 7.073375764677531e-62
-20 11 4.412384324736973e-69
-20 12 1.203966350299621e-77
-20 13 1.436976870672921e-87
-20 14 7.55782541442443e-99
-20 15 8.743707949349288e-105
-20 16 4.902904757925422e-109
-20 17 9.834709195207762e-114
-20 18 7.056994119717636e-119
-20 19 1.8114575262780383e-124
-20 20 1.663361796119695e-130
-19 -20 3.2594440767216436e-84
-19 -19 6.321892378552442e-78
-19 -18 4.589481332613059e-72
-19 -17 1.2557497227020802e-66
-19 -16 1.3055020641686259e-61
-19 -15 5.198772202827154e-57
-19 -14 7.979630156595112e-53
-19 -13 4.7327114318312015e-49
-19 -12 1.0823561809984942e-45
-19 -11 9.48787724462337e-43
-19 -10 3.1624887770718165e-40
-19 -9 3.975685287333e-38
-19 -8 1.8717663275396374e-36
-19 -7 3.282099711448389e-35
-19 -6 2.134834430372649e-34
-19 -5 5.136531419538023e-34
-19 -4 4.509299665367455e-34
-19 -3 2.8190208854155172e-58
-19 -2 1.6785732023675624e-11
-19 -1 4.346874684178341e-21
-19 0 1.9778877677990783e-36
-19 1 1.581298499902285e-57
-19 2 1.9128519780302818e-67
-19 3 1.4150603460068473e-77
-19 4 1.664898254417133e-76
-19 5 6.96582860266237e-26
-19 6 4.460206478173196e-41
-19 7 9.792409291196496e-43
-19 8 9.40412868575025e-46
-19 9 3.9504082754384164e-50
-19 10 7.258716158611147e-56
-19 11 5.834075688445677e-63
-19 12 2.0510616618788484e-71
-19 13 3.1541373285245807e-81
-19 14 2.400147415615269e-90
-19 15 3.4389143488322166e-94
-19 16 1.7783247335803705e-98
-19 17 3.289659480460093e-103
-19 18 2.1769125810326084e-108
-19 19 5.153249859448182e-114
-19 20 4.3638677240039066e-120
-18 -20 2.6388821580588746e-79
-18 -19 5.0763082389671736e-73
-18 -18 3.641652615510444e-67
-18 -17 9.800490303551625e-62
-18 -16 9.968213311005702e-57
