-20 -20 1.404308476996071e-115
-20 -19 1.2892955164703582e-109
-20 -18 4.8592738534269106e-104
-20 -17 7.518292637116276e-99
-20 -16 4.7752490233310984e-94
-20 -15 1.245092940707497e-89
-20 -14 1.3327124817078662e-85
-20 -13 1.058321596314193e-73
-20 -12 2.4849223921265203e-55
-20 -11 4.879861720921851e-40
-20 -10 8.014966554269903e-28
-20 -9 1.1010205520249564e-18
-20 -8 7.826347449037687e-12
-20 -7 5.034026432480365e-07
-20 -6 2.767199600105745e-07
-20 -5 1.579537778218577e-07
-20 -4 1.3119887107909081e-61
-20 -3 8.908773060415214e-67
-20 -2 4.472177717906561e-66
-20 -1 2.797059997094638e-63
-20 0 3.2945855621002244e-61
-20 1 2.858538649727209e-50
-20 2 8.796958096714009e-50
-20 3 1.154508159611785e-57
-20 4 7.899327866785826e-40
-20 5 7.012416644170785e-56
-20 6 1.0743321165434313e-48
-20 7 7.683372985666304e-51
-20 8 7.127492379708169e-07
-20 9 8.667252321507632e-09
-20 10 4.997425603472132e-15
-20 11 1.3662540247974367e-25
-20 12 1.7710743381386151e-40
-20 13 1.0885850001229688e-59
-20 14 4.5016159369928013e-79
-20 15 8.769142099864976e-84
-20 16 7.406114689914405e-89
-20 17 2.3671676386746647e-94
-20 18 2.744460313889783e-100
-20 19 1.1443391143583654e-106
-20 20 1.713746648595044e-113
-19 -20 5.736434177482297e-107
-19 -19 4.9718841180169166e-101
-19 -18 1.7690044637662102e-95
-19 -17 2.583841132946025e-90
-19 -16 1.5492861351573182e-85
-19 -15 3.813523340958234e-81
-19 -14 3.853453576536666e-77
-19 -13 1.0122480304661542e-72
-19 -12 1.7780240926307828e-54
-19 -11 3.101919430175913e-39
-19 -10 4.526086998293486e-27
-19 -9 5.523505546251053e-18
-19 -8 8.932258501192467e-10
-19 -7 8.960832746203115e-07
-19 -6 5.831818632907296e-07
-19 -5 3.521309441809094e-07
-19 -4 5.711949936465295e-54
-19 -3 1.3767421027203006e-58
-19 -2 6.128981429778295e-59
-19 -1 2.138018834211825e-56
-19 0 2.6414409153087615e-54
-19 1 2.754145153377552e-44
-19 2 8.475694352807235e-44
-19 3 1.0685462596893163e-50
-19 4 4.838131478434572e-35
-19 5 4.095723906309034e-49
-19 6 7.515315413613501e-43
-19 7 7.776489688367e-45
-19 8 1.1673333289976058e-06
-19 9 1.080588188665016e-08
-19 10 4.7429196381125235e-15
-19 11 9.870781433469184e-26
-19 12 9.74041641920995e-41
-19 13 4.5574692156193143e-60
-19 14 6.078036570466212e-72
-19 15 1.3876680297378027e-76
-19 16 1.2682786206706112e-81
-19 17 4.277547616980094e-87
-19 18 5.2069655115106595e-93
-19 19 2.277785663846827e-99
-19 20 3.5784465173507643e-106
-18 -20 6.258354470204378e-99
-18 -19 5.1206862745875905e-93
-18 -18 1.7199868564759953e-87
-18 -17 2.3716523890550476e-82
-18 -16 1.3424740207063378e-77
-18 -15 3.1195337801694735e-73
-18 -14 2.9757911199636296e-69
-18 -13 1.1653178018918665e-65
-18 -12 1.1688492005648568e-53
-18 -11 1.8115467273175993e-38
-18 -10 2.3482271807562586e-26
-18 -9 2.5458346506223437e-17
-18 -8 4.0330433935274365e-08
-18 -7 1.5407989961902289e-06
-18 -6 1.1795647950149042e-06
-18 -5 7.534121768358799e-07
-18 -4 7.236090118753177e-47
-18 -3 5.692901580807245e-51
-18 -2 1.2454663103048043e-51
-18 -1 5.385399538388357e-50
-18 0 6.966946696534504e-48
-18 1 9.761917010786688e-39
-18 2 3.0041639413434617e-38
-18 3 3.2535008026724703e-44
-18 4 1.3619486456659692e-30
-18 5 8.276858867368574e-43
-18 6 2.073097285593421e-37
-18 7 3.041191434490122e-39
-18 8 1.8461071365959354e-06
-18 9 1.3008969169252849e-08
-18 10 4.346594107853686e-15
-18 11 6.886134621109146e-26
-18 12 5.172757865817307e-41
-18 13 2.328181065903868e-60
-18 14 2.887975308280724e-65
-18 15 7.363417403145927e-70
-18 16 7.170523846428682e-75
-18 17 2.5441725374588433e-80
-18 18 3.250125826113227e-86
-18 19 1.4915396230403979e-92
-18 20 2.458124721158671e-99
-17 -20 1.8235469387891877e-91
-17 -19 1.408555572677923e-85
-17 -18 4.4664242570478955e-80
-17 -17 5.813998410073185e-75
-17 -16 3.106839311240913e-70
-17 -15 6.815404278946872e-66
-17 -14 6.1375268012751e-62
-17 -13 2.268945884935058e-58
-17 -12 7.093956698615938e-53
-17 -11 9.719962703523877e-38
-17 -10 1.1193176552632881e-25
-17 -9 1.0780567476222456e-16
-17 -8 6.145724480781973e-07
-17 -7 2.565694077852584e-06
-17 -6 2.289780568292577e-06
-17 -5 1.5470891814386333e-06
-17 -4 2.6769213391614535e-40
-17 -3 6.304977920634038e-44
-17 -2 1.220065997261236e-44
-17 -1 4.54930893254442e-44
-17 0 6.045157458809799e-42
-17 1 1.2728844731042093e-33
-17 2 3.917219572895514e-33
-17 3 3.258890557857207e-38
-17 4 1.76213564916525e-26
-17 5 5.8113372259080605e-37
-17 6 2.2551112297311015e-32
-17 7 4.596040815400095e-34
-17 8 2.8191800207788243e-06
-17 9 1.512270375550042e-08
-17 10 3.846416417545115e-15
-17 11 4.638775705073653e-26
-17 12 2.6525932954191617e-41
-17 13 6.808187857269452e-55
-17 14 4.687252820926112e-59
-17 15 1.2973816517964837e-63
-17 16 1.3358857098652026e-68
-17 17 4.979231178967622e-74
-17 18 6.674041333270884e-80
-17 19 3.21306232302848e-86
-17 20 5.554879681013636e-93
-16 -20 1.4190979789271e-84
-16 -19 1.0348048348361426e-78
-16 -18 3.097657980762499e-73
-16 -17 3.806601619250355e-68
-16 -16 1.9203055593093693e-63
-16 -15 3.9767857898177845e-59
-16 -14 3.380827450301824e-55
-16 -13 1.1798934340873877e-51
-16 -12 1.6908017079600466e-48
-16 -11 4.791546280399223e-37
-16 -10 4.901879460111688e-25
-16 -9 4.194199472337381e-16
-16 -8 3.1451063635305006e-06
-16 -7 4.153571135419034e-06
-16 -6 4.265993594114918e-06
-16 -5 3.0489642590209946e-06
-16 -4 2.905789688338691e-34
-16 -3 1.8737695858622638e-37
-16 -2 3.382882540517278e-38
-16 -1 1.4875744297117442e-38
-16 0 1.7256661890081477e-36
-16 1 6.105887895124769e-29
-16 2 1.879058967423823e-28
-16 3 1.0738655287509513e-32
-16 4 1.0478846591412922e-22
-16 5 1.4238528847887658e-31
-16 6 9.671996690626351e-28
-16 7 2.6847350636006146e-29
-16 8 4.157120455913785e-06
-16 9 1.6975395323564192e-08
-16 10 3.2867555459114714e-15
-16 11 3.017415598959653e-26
-16 12 1.3138004148804952e-41
-16 13 3.3268515487975044e-49
-16 14 2.553458822976215e-53
-16 15 7.554449518382294e-58
-16 16 8.193972777293139e-63
-16 17 3.206180089937598e-68
-16 18 4.508628865513614e-74
-16 19 2.2770119198825455e-80
-16 20 4.1295878369413705e-87
-15 -20 2.9494868363304066e-78
-15 -19 2.0303997816312298e-72
-15 -18 5.737802583454151e-67
-15 -17 6.656387451677027e-62
-15 -16 3.1700092726558774e-57
-15 -15 6.197426999702754e-53
-15 -14 4.973833659147403e-49
-15 -13 1.6387024281240808e-45
-15 -12 2.216353506083062e-42
-15 -11 2.1713458991836656e-36
-15 -10 1.9722770951054055e-24
-15 -9 1.4991758253688664e-15
-15 -8 5.403900818151899e-06
-15 -7 6.572499291301717e-06
-15 -6 7.627826437694651e-06
-15 -5 5.766915499649177e-06
-15 -4 9.309018570544985e-29
-15 -3 1.4995258180633845e-31
-15 -2 2.550060715230673e-32
-15 -1 3.1816872358962684e-33
-15 0 1.6214676757288668e-31
-15 1 1.077498153516667e-24
-15 2 3.3160684178110916e-24
-15 3 1.1641026970309515e-27
-15 4 2.864067062762736e-19
-15 5 1.2222487446742864e-26
-15 6 1.6350801399247994e-23
-15 7 6.06486244100248e-25
-15 8 5.919244789170422e-06
-15 9 1.839984824797054e-08
-15 10 2.711954514397791e-15
-15 11 1.895268656483659e-26
-15 12 5.029624439367564e-40
-15 13 5.538888881588152e-44
-15 14 4.625055318073112e-48
-15 15 1.450439822068466e-52
-15 16 1.6540626553985015e-57
-15 17 6.792014390085349e-63
-15 18 1.0019915727807797e-68
-15 19 5.3085141825591e-75
-15 20 1.0099504040634217e-81
-14 -20 1.6372657949156122e-72
-14 -19 1.0640041277588516e-66
-14 -18 2.8385489284355705e-61
-14 -17 3.10869707314134e-56
-14 -16 1.3976208529493162e-51
-14 -15 2.579462909070119e-47
-14 -14 1.9543311587520324e-43
-14 -13 6.078495587903367e-40
-14 -12 7.761138620054493e-37
-14 -11 4.158638040775349e-34
-14 -10 7.290700703827056e-24
-14 -9 4.923252269965627e-15
-14 -8 3.1189591890813395e-06
-14 -7 1.0229551223821338e-05
